FID,title,description,category,price,length,rating,actors
108,BUTCH PANTHER,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,New,0.99,67,PG-13,"CUBA OLIVIER, CARMEN HUNT, GROUCHO DUNST"
109,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,New,0.99,89,G,"KIM ALLEN, NICK STALLONE, ED GUINESS, MENA TEMPLE, BURT TEMPLE, MARY KEITEL, LISA MONROE"
110,CABIN FLASH,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,Children,0.99,53,NC-17,"RENEE BALL, BEN WILLIS, ALEC WAYNE, UMA WOOD"
111,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,Action,0.99,52,NC-17,"ED CHASE, ELVIS MARX, TOM MCKELLEN, NATALIE HOPKINS, KENNETH PALTROW, MERYL GIBSON, ROCK DUKAKIS"
112,CALENDAR GUNFIGHT,A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria,Foreign,4.99,120,NC-17,"GARY PHOENIX, WHOOPI HURT, GRETA KEITEL, GINA DEGENERES, MILLA PECK, TIM HACKMAN, CAMERON STREEP, BETTE NICHOLSON"
113,CALIFORNIA BIRDS,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,Sports,4.99,75,NC-17,"SCARLETT BENING, RUSSELL CLOSE"
114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,Sci-Fi,0.99,61,NC-17,"JUDE CRUISE, ALBERT NOLTE"
115,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,Action,2.99,167,R,"MATTHEW JOHANSSON, WILL WILSON, REESE KILMER"
116,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,Classics,2.99,70,R,"MORGAN HOPKINS, SIDNEY CROWE, SANDRA KILMER, THORA TEMPLE"
117,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,Games,4.99,135,NC-17,"REESE KILMER, JOHN SUVARI, MILLA KEITEL, ANGELA HUDSON, CHARLIZE DENCH, SANDRA KILMER, ALBERT JOHANSSON"
118,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,Animation,0.99,85,R,"RUSSELL TEMPLE, MATTHEW LEIGH, SPENCER DEPP, RALPH CRUZ, VAL BOLGER, ZERO CAGE"
119,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,Comedy,0.99,176,G,"CHRISTIAN AKROYD, VAL BOLGER, AUDREY OLIVIER, KEVIN GARLAND, CATE MCQUEEN, BURT TEMPLE, HELEN VOIGHT"
120,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,Sports,4.99,92,NC-17,"SUSAN DAVIS, KIM ALLEN, HARVEY HOPE, LAURENCE BULLOCK, JANE JACKMAN, BEN WILLIS, ELLEN PRESLEY, CHRIS BRIDGES"
121,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,Animation,2.99,151,PG,"VIVIEN BASINGER, BEN WILLIS, DUSTIN TAUTOU, GARY PHOENIX, FRED COSTNER, THORA TEMPLE, OPRAH KILMER"
122,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,Horror,0.99,114,PG,"BELA WALKEN, JUDE CRUISE, VAL BOLGER, KENNETH TORN, ANGELINA ASTAIRE, MENA TEMPLE, GRETA MALDEN"
123,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,Travel,4.99,85,G,"KIRSTEN AKROYD, WALTER TORN, ANGELA WITHERSPOON, REESE WEST"
124,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,Children,4.99,163,PG-13,"HELEN VOIGHT, RAY JOHANSSON, RALPH CRUZ, ELLEN PRESLEY, WALTER TORN"
125,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,Travel,2.99,61,NC-17,"AUDREY OLIVIER, ANGELA HUDSON, LUCILLE DEE, ANGELA WITHERSPOON, MARY KEITEL, CUBA OLIVIER, SANDRA KILMER"
126,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,Action,4.99,179,G,"MENA TEMPLE, DARYL WAHLBERG, GROUCHO DUNST, SUSAN DAVIS, CAMERON STREEP"
127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,Comedy,4.99,112,G,"LAURA BRODY, HELEN VOIGHT, ANGELA WITHERSPOON, RENEE BALL"
128,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,Foreign,0.99,183,G,"IAN TANDY, DAN STREEP, JOHNNY CAGE, KENNETH PESCI, CHRISTIAN AKROYD"
129,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,Documentary,2.99,179,R,"DUSTIN TAUTOU, JAYNE NEESON, WILLIAM HACKMAN, JAYNE SILVERSTONE, REESE WEST, PENELOPE PINKETT"
130,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,Action,0.99,110,PG-13,"DUSTIN TAUTOU, MATTHEW LEIGH, ANGELA WITHERSPOON, JAYNE SILVERSTONE"
131,CENTER DINOSAUR,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,Classics,4.99,152,PG,"FAY WINSLET, ED GUINESS, GEOFFREY HESTON, ALEC WAYNE"
132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"NICK WAHLBERG, GENE HOPKINS"
133,CHAMBER ITALIAN,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,Music,4.99,117,NC-17,"ADAM HOPPER, ALEC WAYNE, EMILY DEE, RICHARD PENN, GINA DEGENERES, RIP WINSLET, HENRY BERRY"
134,CHAMPION FLATLINERS,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,Animation,4.99,51,PG,"GENE WILLIS, CAMERON WRAY, JUDE CRUISE, FRANCES DAY-LEWIS"
135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,Sports,2.99,70,R,"MILLA PECK, CHRISTIAN AKROYD, BEN WILLIS, WHOOPI HURT, ANGELA WITHERSPOON, MERYL ALLEN"
136,CHAPLIN LICENSE,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,New,2.99,146,NC-17,"CUBA ALLEN, TIM HACKMAN, PENELOPE CRONYN, MINNIE KILMER, GINA DEGENERES, GROUCHO DUNST"
137,CHARADE DUFFEL,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,Sci-Fi,2.99,66,PG,"KIRSTEN AKROYD, GREG CHAPLIN, WARREN NOLTE"
138,CHARIOTS CONSPIRACY,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,Sci-Fi,2.99,71,R,"MICHAEL BOLGER, GINA DEGENERES"
139,CHASING FIGHT,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,Family,4.99,114,PG,"MENA HOPPER, JADA RYDER, TOM MIRANDA, FAY WINSLET, RUSSELL TEMPLE"
140,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,Sci-Fi,0.99,87,G,"LUCILLE TRACY, PENELOPE GUINESS"
141,CHICAGO NORTH,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,Games,4.99,185,PG-13,"RIVER DEAN, BURT TEMPLE, CUBA ALLEN, LIZA BERGMAN, KEVIN GARLAND, MAE HOFFMAN, MERYL GIBSON, JAYNE SILVERSTONE"
142,CHICKEN HELLFIGHTERS,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,Documentary,0.99,122,PG,"KIRSTEN PALTROW, HENRY BERRY"
143,CHILL LUCK,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,Drama,0.99,142,PG,"BURT POSEY, MARY TANDY, WARREN JACKMAN, WOODY JOLIE, MEG HAWKE"
144,CHINATOWN GLADIATOR,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,New,4.99,61,PG,"JESSICA BAILEY, UMA WOOD, DAN TORN, BOB FAWCETT, JUDE CRUISE, SEAN WILLIAMS, PENELOPE MONROE, GEOFFREY HESTON, JEFF SILVERSTONE, JAYNE SILVERSTONE"
145,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,Family,4.99,124,G,"GENE HOPKINS, FAY WINSLET, JULIA FAWCETT, NICK WAHLBERG"
146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"OLYMPIA PFEIFFER, HUMPHREY GARLAND, ROCK DUKAKIS, LISA MONROE, ELVIS MARX, LUCILLE TRACY, JOHNNY LOLLOBRIGIDA, VAL BOLGER, NICK DEGENERES, AL GARLAND, RUSSELL TEMPLE, SUSAN DAVIS, SISSY SOBIESKI"
147,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,Family,0.99,101,NC-17,"JANE JACKMAN, KIRK JOVOVICH, RIP CRAWFORD, JOE SWANK, REESE WEST"
148,CHOCOLATE DUCK,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,Foreign,2.99,132,R,"CAMERON STREEP, GARY PENN, MINNIE ZELLWEGER, JULIANNE DENCH, GROUCHO WILLIAMS, HUMPHREY WILLIS, JOE SWANK"
149,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,Children,0.99,150,NC-17,"PENELOPE MONROE, EMILY DEE, THORA TEMPLE"
150,CIDER DESIRE,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,Documentary,2.99,101,PG,"JON CHASE, PENELOPE PINKETT, FRANCES DAY-LEWIS, JODIE DEGENERES, JULIA MCQUEEN"
151,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,Sci-Fi,4.99,143,NC-17,"ANNE CRONYN, RUSSELL BACALL, CUBA ALLEN, JULIANNE DENCH"
152,CIRCUS YOUTH,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,Children,2.99,90,PG-13,"BOB FAWCETT, MATTHEW CARREY"
153,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,Sci-Fi,0.99,165,G,"RUSSELL TEMPLE, KEVIN BLOOM, GARY PHOENIX, JUDE CRUISE, CARY MCCONAUGHEY, KENNETH TORN, BEN HARRIS, IAN TANDY"
154,CLASH FREDDY,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,Animation,2.99,81,G,"ALAN DREYFUSS, UMA WOOD, HELEN VOIGHT, MILLA PECK, LIZA BERGMAN, KIM ALLEN, VIVIEN BERGEN"
155,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,New,0.99,150,PG-13,"FAY WOOD, JOHN SUVARI, WILLIAM HACKMAN, KARL BERRY, FRED COSTNER, EWAN GOODING, KIM ALLEN"
156,CLERKS ANGELS,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,Documentary,4.99,164,G,"BELA WALKEN, ADAM HOPPER, SUSAN DAVIS, PENELOPE CRONYN"
157,CLOCKWORK PARADISE,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,Children,0.99,143,PG-13,"SPENCER PECK, SYLVESTER DERN, SALMA NOLTE, KEVIN GARLAND, LUCILLE DEE"
158,CLONES PINOCCHIO,A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,Music,2.99,124,R,"SALMA NOLTE, MERYL GIBSON, SIDNEY CROWE, MATTHEW JOHANSSON, ANGELA HUDSON"
159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,Comedy,4.99,58,R,"ED GUINESS, KIRSTEN PALTROW, JULIA FAWCETT, RUSSELL TEMPLE, JODIE DEGENERES, GRETA MALDEN"
160,CLUB GRAFFITI,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,Animation,0.99,65,PG-13,"TOM MCKELLEN, MORGAN WILLIAMS, LISA MONROE, DEBBIE AKROYD"
161,CLUE GRAIL,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,Music,4.99,70,NC-17,"LIZA BERGMAN, SPENCER PECK, KIRK JOVOVICH, MERYL ALLEN, RIP WINSLET, GENE HOPKINS"
162,CLUELESS BUCKET,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,Action,2.99,95,R,"CHARLIZE DENCH, ADAM HOPPER, UMA WOOD, JON CHASE, ALAN DREYFUSS, MORGAN MCDORMAND, CAMERON ZELLWEGER, GINA DEGENERES"
163,CLYDE THEORY,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,New,0.99,139,PG-13,"MERYL ALLEN, GREG CHAPLIN, JOHNNY CAGE, SISSY SOBIESKI"
164,COAST RAINBOW,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,Documentary,0.99,55,PG,"SISSY SOBIESKI, BETTE NICHOLSON, CAMERON STREEP, REESE WEST, BURT TEMPLE, LISA MONROE, OPRAH KILMER, ANGELA WITHERSPOON, FRANCES DAY-LEWIS, REESE KILMER"
165,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,Sci-Fi,4.99,70,G,"GINA DEGENERES, BETTE NICHOLSON, LUCILLE TRACY, BEN WILLIS"
166,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,Classics,2.99,149,G,"GROUCHO DUNST, SALMA NOLTE, DARYL CRAWFORD, CHRISTOPHER WEST, OLYMPIA PFEIFFER, JOHN SUVARI, PENELOPE GUINESS"
167,COMA HEAD,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,Travel,4.99,109,NC-17,"CAMERON WRAY, RENEE TRACY, GEOFFREY HESTON"
168,COMANCHEROS ENEMY,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,Children,0.99,67,R,"GOLDIE BRODY, RENEE BALL, MICHAEL BENING, JAYNE NOLTE, CATE MCQUEEN"
169,COMFORTS RUSH,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,Travel,2.99,76,NC-17,"RUSSELL TEMPLE, MERYL GIBSON, HUMPHREY WILLIS, HUMPHREY GARLAND, BELA WALKEN"
170,COMMAND DARLING,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,Foreign,4.99,120,PG-13,"GRACE MOSTEL, BURT POSEY, RITA REYNOLDS, GEOFFREY HESTON, MERYL GIBSON, EWAN GOODING, LIZA BERGMAN, KENNETH PESCI"
171,COMMANDMENTS EXPRESS,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,Horror,4.99,59,R,"BURT DUKAKIS, JOHNNY LOLLOBRIGIDA, WARREN JACKMAN, CUBA BIRCH"
172,CONEHEADS SMOOCHY,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,Drama,4.99,112,NC-17,"JOHNNY LOLLOBRIGIDA, DAN TORN, JULIA MCQUEEN, AUDREY OLIVIER, JULIA BARRYMORE, GINA DEGENERES, WARREN JACKMAN, ALEC WAYNE, RICHARD PENN"
173,CONFESSIONS MAGUIRE,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,Drama,4.99,65,PG-13,"WARREN JACKMAN, AUDREY BAILEY, GRACE MOSTEL, RUSSELL BACALL"
174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,Music,4.99,180,NC-17,"SYLVESTER DERN, PARKER GOLDBERG"
175,CONFUSED CANDLES,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,Family,2.99,122,PG-13,"RALPH CRUZ, CHRISTIAN AKROYD, JAMES PITT, ALBERT NOLTE, RIVER DEAN, GENE MCKELLEN"
176,CONGENIALITY QUEST,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,Sports,0.99,87,PG-13,"CHRISTOPHER BERRY, NICK STALLONE, TOM MCKELLEN"
177,CONNECTICUT TRAMP,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,Sci-Fi,4.99,172,R,"KARL BERRY, FRED COSTNER, JOHNNY CAGE, HENRY BERRY, MEG HAWKE, ALBERT JOHANSSON, VIVIEN BASINGER"
178,CONNECTION MICROCOSMOS,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,Comedy,0.99,115,G,"VIVIEN BASINGER, SCARLETT DAMON, FAY WINSLET, CAMERON STREEP, RUSSELL TEMPLE, RENEE TRACY, NATALIE HOPKINS"
179,CONQUERER NUTS,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,Drama,4.99,173,G,"KEVIN BLOOM, HENRY BERRY, JOHN SUVARI, CAMERON ZELLWEGER, KIRSTEN PALTROW, MATTHEW JOHANSSON"
180,CONSPIRACY SPIRIT,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,Classics,2.99,184,PG-13,"KIRK JOVOVICH, MINNIE KILMER, CHRISTOPHER WEST, MENA HOPPER"
181,CONTACT ANONYMOUS,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,Travel,2.99,166,PG-13,"OLYMPIA PFEIFFER, MENA TEMPLE, CHRISTOPHER BERRY, MORGAN HOPKINS, EWAN GOODING"
182,CONTROL ANTHEM,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,Comedy,4.99,185,G,"BOB FAWCETT, CHARLIZE DENCH, AUDREY OLIVIER"
183,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,Family,4.99,112,R,"GRETA MALDEN, CHRIS BRIDGES, DUSTIN TAUTOU"
184,CORE SUIT,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,Classics,2.99,92,PG-13,"ANGELA WITHERSPOON, MENA HOPPER, PENELOPE PINKETT, PENELOPE CRONYN"
185,COWBOY DOOM,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,Foreign,2.99,146,PG,"GREGORY GOODING, JULIANNE DENCH, MILLA KEITEL, WHOOPI HURT, ED CHASE"
186,CRAFT OUTFIELD,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,Drama,0.99,64,NC-17,"LIZA BERGMAN, JADA RYDER, MARY KEITEL, RIP CRAWFORD, HENRY BERRY, SCARLETT DAMON"
187,CRANES RESERVOIR,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,Sports,2.99,57,NC-17,"ANGELINA ASTAIRE, CHARLIZE DENCH, LAURA BRODY, JULIA ZELLWEGER, VIVIEN BERGEN, REESE KILMER"
188,CRAZY HOME,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,Comedy,2.99,136,PG,"RUSSELL TEMPLE, WOODY JOLIE, SISSY SOBIESKI, GENE MCKELLEN, ALAN DREYFUSS, MEG HAWKE, HARVEY HOPE, VIVIEN BASINGER, CATE HARRIS, ALBERT NOLTE, MORGAN MCDORMAND, RUSSELL BACALL, WILL WILSON"
189,CREATURES SHAKESPEARE,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,Games,0.99,139,NC-17,"GROUCHO DUNST, REESE WEST, SUSAN DAVIS"
190,CREEPERS KANE,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,Classics,4.99,172,NC-17,"CHRISTOPHER BERRY, SYLVESTER DERN, RENEE TRACY, SCARLETT BENING, WILLIAM HACKMAN, JAYNE NOLTE"
191,CROOKED FROGMEN,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,Children,0.99,143,PG-13,"CATE HARRIS, WILLIAM HACKMAN, LAURENCE BULLOCK, ALBERT JOHANSSON, JOE SWANK, CHRISTIAN GABLE"
192,CROSSING DIVORCE,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,Foreign,4.99,50,R,"MILLA KEITEL, JUDE CRUISE"
193,CROSSROADS CASUALTIES,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,Animation,2.99,153,G,"BETTE NICHOLSON, KENNETH PESCI, FRANCES TOMEI, ED MANSFIELD, RUSSELL TEMPLE, MERYL GIBSON, ED GUINESS, KENNETH TORN"
194,CROW GREASE,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,Action,0.99,104,PG,"FRANCES TOMEI, LISA MONROE, CAMERON STREEP, WALTER TORN, JODIE DEGENERES, SCARLETT DAMON, CAMERON ZELLWEGER, CHRIS BRIDGES, GROUCHO DUNST, MORGAN MCDORMAND"
195,CROWDS TELEMARK,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,Sci-Fi,4.99,112,R,"ANNE CRONYN, MATTHEW CARREY, JEFF SILVERSTONE, MATTHEW JOHANSSON"
196,CRUELTY UNFORGIVEN,A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria,Classics,0.99,69,G,"WILL WILSON, GREG CHAPLIN"
197,CRUSADE HONEY,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,Sports,2.99,112,R,"RAY JOHANSSON, ALBERT JOHANSSON, LISA MONROE, TIM HACKMAN, FAY KILMER, SEAN GUINESS, MEG HAWKE, MATTHEW LEIGH, RENEE TRACY"
198,CRYSTAL BREAKING,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,Foreign,2.99,184,NC-17,"FAY WOOD, JAYNE NEESON, PENELOPE CRONYN, LIZA BERGMAN, REESE KILMER"
199,CUPBOARD SINNERS,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,Documentary,2.99,56,R,"MATTHEW LEIGH, TIM HACKMAN, FRANCES TOMEI, JADA RYDER, HELEN VOIGHT, SPENCER PECK, CHRISTIAN AKROYD, CAMERON STREEP"
200,CURTAIN VIDEOTAPE,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,Games,0.99,133,PG-13,"EWAN GOODING, WALTER TORN, JOE SWANK"
201,CYCLONE FAMILY,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,Foreign,2.99,176,PG,"HELEN VOIGHT, JUDY DEAN, RIP CRAWFORD"
202,DADDY PITTSBURGH,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,Comedy,4.99,161,G,"KENNETH PALTROW, MICHELLE MCCONAUGHEY, JOHNNY LOLLOBRIGIDA, KEVIN GARLAND, DARYL CRAWFORD"
203,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,Sci-Fi,4.99,84,G,"JOHNNY LOLLOBRIGIDA, MINNIE KILMER, MILLA KEITEL, CARMEN HUNT, JODIE DEGENERES, UMA WOOD, GOLDIE BRODY"
204,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,Drama,0.99,106,PG,"KEVIN BLOOM, JOE SWANK, AL GARLAND, ALBERT NOLTE, GROUCHO DUNST, VAL BOLGER"
205,DANCES NONE,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,Action,0.99,58,NC-17,"ZERO CAGE, MATTHEW JOHANSSON, WALTER TORN, MAE HOFFMAN, RIP WINSLET"
206,DANCING FEVER,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,Documentary,0.99,144,G,"JAYNE NOLTE, LAURA BRODY, ROCK DUKAKIS, KENNETH TORN, MATTHEW LEIGH, JANE JACKMAN"
207,DANGEROUS UPTOWN,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,Foreign,4.99,121,PG,"RALPH CRUZ, MARY TANDY, ANNE CRONYN, DARYL WAHLBERG, ALBERT JOHANSSON, CATE HARRIS, KIRSTEN AKROYD, SPENCER PECK"
208,DARES PLUTO,A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,Animation,2.99,89,PG-13,"WILL WILSON, CAMERON WRAY, WARREN NOLTE, KARL BERRY, PENELOPE MONROE, GRETA KEITEL, MERYL GIBSON, BOB FAWCETT, LAURA BRODY, JULIA ZELLWEGER"
209,DARKNESS WAR,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,Drama,2.99,99,NC-17,"GENE WILLIS, GINA DEGENERES"
